friday,monday,fri_close,mon_open,gap,gap_pct,gap_direction,fills_in_4h,fills_in_24h,never_fills,mon_persistence_pct,continued,h1_mom_4bar_pct,h1_mom_sign,gap_sign
2025-05-02,2025-05-05,3241.05,3239.01,-2.0399999999999636,-0.06294256490951894,down,True,True,False,2.932994958336035,False,0.7903649571937121,1.0,-1.0
2025-05-09,2025-05-12,3326.56,3275.75,-50.809999999999945,-1.5274036842864684,down,False,False,True,-1.2665801724795782,True,-0.11753033656414225,-1.0,-1.0
2025-05-16,2025-05-19,3202.27,3218.36,16.090000000000146,0.5024560702251886,up,False,False,True,0.37441429796541487,True,-0.0003107172597327512,-1.0,1.0
2025-05-23,2025-05-26,3356.21,3356.52,0.30999999999994543,0.009236609151392357,up,True,True,False,-0.4322929700999774,False,-0.34410639591005987,-1.0,1.0
2025-05-30,2025-06-02,3289.52,3297.88,8.360000000000127,0.2541404217028663,up,False,False,True,2.5373876550996344,True,0.17526410906398837,1.0,1.0
2025-06-06,2025-06-09,3311.68,3312.76,1.080000000000382,0.03261184655523426,up,True,True,False,0.38789408227580346,True,-0.5077337325975928,-1.0,1.0
2025-06-13,2025-06-16,3433.47,3451.85,18.38000000000011,0.5353184970307039,up,True,True,False,-1.9409881657661836,False,-0.2995495169257012,-1.0,1.0
2025-06-20,2025-06-23,3368.52,3378.72,10.199999999999818,0.3028036051440935,up,True,True,False,-0.30100156272196626,False,-0.6970095183974956,-1.0,1.0
2025-06-27,2025-06-30,3274.52,3272.47,-2.050000000000182,-0.06260459548270225,down,True,True,False,0.9393516212524557,False,0.04308672042832029,1.0,-1.0
2025-07-04,2025-07-07,3337.22,3335.06,-2.1599999999998545,-0.06472453119662037,down,True,True,False,0.043477478666059166,False,-0.5556121928840807,-1.0,-1.0
2025-07-11,2025-07-14,3355.12,3364.19,9.070000000000164,0.2703331028398437,up,False,True,False,-0.6438399733665415,False,-0.16527009473304988,-1.0,1.0
2025-07-18,2025-07-21,3350.39,3349.16,-1.2300000000000182,-0.036712143959360496,down,True,True,False,1.4439441531607966,False,0.21826368402824148,1.0,-1.0
2025-07-25,2025-07-28,3336.72,3320.52,-16.199999999999818,-0.48550672516722465,down,True,True,False,-0.17286449110379642,True,0.3448255092575847,1.0,-1.0
2025-08-01,2025-08-04,3363.03,3362.92,-0.11000000000012733,-0.00327085990907388,down,True,True,False,0.32085211661294244,False,-0.3187705922234274,-1.0,-1.0
2025-08-08,2025-08-11,3398.57,3398.84,0.2699999999999818,0.007944517841326847,up,True,True,False,-1.6526226594955946,False,-0.6258017441244657,-1.0,1.0
2025-08-15,2025-08-18,3335.14,3335.49,0.34999999999990905,0.010494312082848367,up,True,True,False,-0.08364588111491755,False,0.3405796449697185,1.0,1.0
2025-08-22,2025-08-25,3372.34,3371.36,-0.9800000000000182,-0.02905994057538736,down,False,True,False,-0.16847800294244136,True,-0.2509373071994725,-1.0,-1.0
2025-08-29,2025-09-01,3448.06,3448.42,0.36000000000012733,0.010440653584918108,up,True,True,False,0.8110960961831738,True,0.25721924823542963,1.0,1.0
2025-09-05,2025-09-08,3586.59,3581.98,-4.610000000000127,-0.12853434599438818,down,True,True,False,1.4885621918603722,False,0.21049810440036953,1.0,-1.0
2025-09-12,2025-09-15,3643.58,3642.59,-0.9899999999997817,-0.02717107899373094,down,True,True,False,0.9973672579126371,False,-0.22319283806302437,-1.0,-1.0
2025-09-19,2025-09-22,3685.0,3685.08,0.07999999999992724,0.0021709633649912414,up,True,True,False,1.6811032596307347,True,0.11478719593605025,1.0,1.0
2025-09-26,2025-09-29,3761.13,3759.14,-1.9900000000002365,-0.05290963088221455,down,True,True,False,1.98715663689036,False,0.5187356682645472,1.0,-1.0
2025-10-03,2025-10-06,3887.01,3887.8,0.7899999999999636,0.020324105160520904,up,True,True,False,1.8848706209167072,True,0.7757600699624501,1.0,1.0
2025-10-10,2025-10-13,4010.43,4013.02,2.5900000000001455,0.06458160346895833,up,True,True,False,2.4500251680779104,True,0.9987490717713765,1.0,1.0
2025-10-17,2025-10-20,4247.02,4253.44,6.419999999999163,0.15116481674207238,up,True,True,False,2.411695004514013,True,0.2125338549503475,1.0,1.0
2025-10-24,2025-10-27,4113.17,4078.88,-34.289999999999964,-0.8336635733509669,down,False,False,True,-2.362168046130308,True,0.07428509786999715,1.0,-1.0
2025-10-31,2025-11-03,4003.68,3984.9,-18.779999999999745,-0.4690684570195357,down,True,True,False,0.3899721448467957,False,0.4850811814600009,1.0,-1.0
2025-11-07,2025-11-10,4001.39,3999.79,-1.599999999999909,-0.0399861048285698,down,True,True,False,2.895902034856828,False,1.2103135414609278,1.0,-1.0
2025-11-14,2025-11-17,4085.08,4083.31,-1.7699999999999818,-0.04332840482928074,down,True,True,False,-0.9222909845199081,True,-0.03600020571545848,-1.0,-1.0
2025-11-21,2025-11-24,4065.9,4069.26,3.3600000000001273,0.08263853021471573,up,True,True,False,1.5914441446356393,True,-0.6291070120857389,-1.0,1.0
2025-11-28,2025-12-01,4217.83,4230.21,12.38000000000011,0.2935158600512612,up,True,True,False,0.04136910460709988,True,0.3018762661900931,1.0,1.0
2025-12-05,2025-12-08,4196.1,4196.78,0.6799999999993815,0.016205524177197433,up,True,True,False,-0.14725575322031134,False,0.2771172184389048,1.0,1.0
2025-12-12,2025-12-15,4300.38,4295.87,-4.510000000000218,-0.1048744529553253,down,True,True,False,0.22509992155256264,False,0.7118464944237068,1.0,-1.0
2025-12-19,2025-12-22,4338.6,4338.85,0.25,0.005762227446641773,up,True,True,False,2.41630846883389,True,1.084849672148147,1.0,1.0
2025-12-26,2025-12-29,4532.01,4549.08,17.06999999999971,0.37665406740055096,up,True,True,False,-4.784483895644826,False,-0.8036789856410431,-1.0,1.0
2026-01-02,2026-01-05,4333.06,4353.93,20.86999999999989,0.4816457653482733,up,False,False,True,2.1812477462889697,True,1.184676832195275,1.0,1.0
2026-01-09,2026-01-12,4509.93,4523.05,13.11999999999989,0.2909136061978765,up,False,False,True,1.6323056344723124,True,1.2042758757917937,1.0,1.0
2026-01-16,2026-01-19,4595.6,4636.44,40.839999999999236,0.8886761249891033,up,False,False,True,0.740438784929835,True,0.56012802926384,1.0,1.0
2026-01-23,2026-01-26,4986.17,5002.66,16.48999999999978,0.3307147570179072,up,False,False,True,0.11773736372250618,True,1.5637680753838978,1.0,1.0
2026-01-30,2026-02-02,4883.48,4792.07,-91.40999999999985,-1.8718209145936888,down,True,True,False,-2.8008772826774098,True,-1.689040435552891,-1.0,-1.0
2026-02-06,2026-02-09,4964.87,4985.58,20.710000000000036,0.41713076072485356,up,False,False,True,1.5035361983961752,True,0.4352552762165951,1.0,1.0
2026-02-13,2026-02-16,5043.02,5035.43,-7.5900000000001455,-0.15050505451099033,down,False,False,True,-0.8321037130890617,True,-0.8066838383216535,-1.0,-1.0
2026-02-20,2026-02-23,5104.05,5108.41,4.359999999999673,0.08542236067436002,up,False,False,True,2.337126424856273,True,1.2796545304703422,1.0,1.0
2026-02-27,2026-03-02,5280.34,5316.19,35.849999999999454,0.6789335535211645,up,False,True,False,0.11850592247455757,True,0.5720262067383075,1.0,1.0
2026-03-06,2026-03-09,5171.51,5191.31,19.800000000000182,0.3828668996095953,up,True,True,False,-1.0386588356310849,False,-2.332551899231605,-1.0,1.0
2026-03-13,2026-03-16,5021.74,5012.28,-9.460000000000036,-0.18838091976088042,down,True,True,False,-0.11671335200745876,True,0.07621282131087259,1.0,-1.0
2026-03-20,2026-03-23,4497.67,4487.72,-9.949999999999818,-0.22122565684009315,down,True,True,False,-1.8084907258028544,True,-2.232982449885468,-1.0,-1.0
2026-03-27,2026-03-30,4495.43,4486.56,-8.86999999999989,-0.19731149189287545,down,True,True,False,0.5474127170928169,False,-0.36999393744874265,-1.0,-1.0
2026-04-10,2026-04-13,4749.31,4670.32,-78.99000000000069,-1.6631889685028072,down,False,True,False,1.5153137258260772,False,1.0909316706350092,1.0,-1.0
2026-04-17,2026-04-20,4834.11,4766.67,-67.4399999999996,-1.3950861689121596,down,False,False,True,1.1339152909683319,False,0.8651742201578827,1.0,-1.0
2026-04-24,2026-04-27,4708.37,4693.02,-15.349999999999454,-0.3260151602359087,down,True,True,False,-0.2778594593673343,True,0.20498527600563143,1.0,-1.0
2026-05-01,2026-05-04,4616.51,4620.59,4.079999999999927,0.08837845038784552,up,True,True,False,-2.1029781910968093,False,-0.16318262386405546,-1.0,1.0
